,1_3m,2_3m,3_3m,6_3m,7_3m,8_3m,10_3m,12_3m,13_3m,14_4m,15_3m,16_4m
C13H18O4,47.17343559,72.26931524,53.6303157,76.24993696,52.62847184,43.73732036,59.92471451,69.30888938,70.10504863,71.32469395,70.30517934,71.48982132
C14H22O3,8.706578257,13.53446953,11.4513942,14.58079336,9.572142847,8.571624037,11.10602529,11.63676647,0,13.5897456,13.71963563,14.44894574
C10H9O6N1,3.789378649,7.701313572,4.983493907,7.698522107,4.032117398,5.013077439,5.360437723,4.159702277,4.110214049,3.700705374,4.802775188,4.75346743
C11H13O5N1,12.52929616,20.63540707,15.66717846,22.27733326,14.03811497,14.4911024,16.07967174,15.25404174,12.31846289,18.79371556,15.57712214,16.46470312
C12H17O4N1,6.690750117,12.26017935,10.92415534,15.71818933,9.012905255,10.75061602,11.69232016,11.26690321,8.742316498,14.22294167,11.20066966,12.53463931
C10H8O7,3.952882431,6.812159762,5.281655734,5.3431806,3.749794548,3.278238045,4.586772454,4.955327908,4.781815141,4.135229219,5.211117235,4.911160714
C14H8O4,6.108979711,7.714508832,4.186982622,6.746393814,4.20667798,4.212212115,5.41518948,5.646557558,6.759807509,6.538273148,6.053301418,5.863735213
C11H12O4S1,6.457060088,7.952456565,5.036380877,6.307919738,3.389000066,3.29736177,4.220401497,5.272419334,4.537595312,4.186031953,4.937806538,4.5190428
C11H12O6,20.60131231,31.59991525,21.82192515,30.68283018,25.09590414,21.1286294,25.80073836,31.23625497,30.40557606,31.98661942,32.76234572,33.50549032
C15H12O3,7.228490402,7.965218019,5.370526989,7.533493666,5.181281132,4.616913345,6.542223879,0,0,7.712573121,7.434588377,7.26724463
C12H16O5,50.62433318,70.9599471,52.45099918,69.60979526,57.59333037,51.1860612,61.24699624,79.91704603,83.35438163,81.93272578,79.49500414,81.98651381
C13H20O4,23.10962472,33.1759559,26.15676053,34.05022579,26.89995029,25.78682303,31.10090372,37.67301062,40.49876229,39.56815998,37.80286658,39.65899096
C11H15O5N1,12.19191986,12.83971835,12.43232478,15.95406367,11.8691863,12.0702518,10.48455585,13.62447317,13.34880675,14.9577905,14.00941638,13.03011819
C10H10O7,6.128804232,7.607274145,4.743549758,9.178854399,6.67491342,5.348125807,5.772146176,7.060674873,8.624216227,7.166832842,7.481223781,7.770816473
C14H10O4,13.15477744,14.17591006,7.980595079,16.41183079,9.753490604,9.348327458,10.42494806,13.16154606,13.13605982,12.76032709,11.58521871,11.20550692
C11H14O6,34.92619931,36.6162567,24.44367376,43.15008258,34.53309341,29.95083814,32.67451091,46.2470616,48.98325113,45.691747,41.30162143,41.85013058
C15H14O3,9.167754755,10.65154211,5.521270231,11.68182861,7.180481286,6.39002074,7.755129626,9.961230042,11.14099331,10.27388703,8.385887075,9.049749517
C12H18O5,33.46098769,40.5130305,27.24985306,47.95870192,33.18387561,33.40187988,35.29776956,50.24325254,55.37398866,50.85838644,43.58880391,43.19373628
C13H22O4,5.049034455,6.212095314,4.811519628,7.142025138,4.732085405,4.719953911,4.601051025,6.780446108,8.34005618,6.989517753,6.459262528,6.581255589
C10H13O6N1,5.500936618,8.05082274,5.366968494,7.491519557,4.06000848,4.494681891,6.227903663,5.957130468,5.924953686,7.289556941,5.988116326,6.715059736
C13H8O5,9.92460808,12.20221376,7.715231576,11.32418739,6.913756728,6.23000696,8.70966438,8.734101677,8.858788742,6.963803868,8.645920858,7.976754588
C10H12O5S1,7.709131977,7.555310924,6.44045144,7.465268391,4.164106346,3.753622628,5.043409598,5.750493097,5.232319895,4.970004752,6.49876986,4.913618391
C14H12O4,17.07024156,22.3157182,13.37766505,19.30036855,12.45712947,11.90081424,14.15453126,18.4252307,17.05395933,16.41122177,17.16999312,16.1654752
C13H12O3N2,5.847630323,7.735336822,5.539273094,9.167363645,4.462419165,0,5.528403962,4.472436621,5.031630393,5.780079,5.198427368,0
C11H16O6,31.52611992,41.16601255,34.61671392,44.51879415,31.77183199,33.18490943,35.94241479,43.50139354,44.36443228,43.85705467,46.16872038,44.57053497
C15H16O3,13.56829608,18.54413414,12.62159438,19.58963836,12.04851749,10.688552,13.43026052,14.3600127,13.73185497,16.38387436,14.162656,15.10561205
C12H20O5,8.682847514,12.06474465,10.67100905,12.94187317,8.020963385,9.617939154,10.397587,10.96948953,12.77004055,11.92678313,12.81786663,12.65805144
C16H20O2,5.464884308,8.371950405,6.249760723,9.30366153,5.849022558,5.942628318,7.182075111,8.221133125,7.001098461,7.616540555,6.965814105,6.938239632
C14H15O3N1,5.561677422,10.53711529,7.278651591,10.66432018,6.845063117,6.115910169,7.788180879,7.822801702,7.147555098,9.325124543,8.174444698,8.189650857
C12H6O6,4.852349318,8.36901561,5.692784874,6.21484423,3.999797403,3.404256152,5.427241333,5.962425052,6.497163558,3.854846817,5.77750171,5.466134181
C13H10O5,20.55767379,26.1624662,17.37029394,21.66392217,16.59392733,14.40301447,18.04649253,22.5767731,23.40864249,18.25466256,20.94550645,20.00163336
C10H14O7,8.272602913,9.695517224,9.030020829,9.468539754,7.995087232,9.326045599,9.073403949,10.8395464,0,10.84055575,11.30554875,11.43441111
C14H14O4,25.79063773,35.12564045,24.09001388,30.50534927,25.18776165,20.60502576,26.44144857,32.66131338,32.39108369,29.45744762,30.83701645,29.7713516
C13H14O3N2,10.4610438,14.99137864,11.45815608,14.112467,8.141938641,8.57415716,10.44645278,9.093742359,8.499344463,11.48587321,9.655583608,9.030953025
C11H18O6,11.34065287,13.36593385,13.02865246,14.42011712,12.47828828,10.93558011,13.46078517,14.66956404,16.35695531,14.35236333,14.97442266,15.53870153
C15H18O3,21.43260549,29.43040023,21.95761832,27.16810638,22.93402157,18.14353593,22.78191392,27.39384355,24.46911222,27.00258938,26.33145138,27.16650684
C16H22O2,6.475795943,8.506603167,7.218746124,9.008794518,7.208078201,5.984879446,6.49043924,6.866959182,8.547674377,9.101561881,9.257373642,9.439644468
C12H9O5N1,9.475977083,9.617211767,6.609886999,9.596976575,4.979947961,5.793746446,5.698075744,6.523657804,6.136106972,7.307283104,6.087417256,4.994003234
C13H13O4N1,13.88930679,15.84168754,11.89839372,17.54306298,12.1339287,11.0570407,11.26012797,13.22266742,10.71336052,13.516091,12.06735259,10.745444
C14H17O3N1,9.183783873,11.98512269,10.19344171,15.1086855,8.918608354,9.353094981,9.73462616,10.44479293,9.00402706,13.58453971,9.619232573,9.290883232
C12H8O6,16.11927433,24.13321174,13.21066168,21.07814276,12.1939972,10.512311,13.70731802,16.89209865,19.19030659,14.58939615,15.01401105,14.64289263
C13H12O5,33.21632946,42.10125999,23.33894695,41.68192437,28.82366311,22.94814347,30.23178325,40.36059467,38.97821418,37.21074784,33.57461837,34.3263774
C10H16O5S1,6.080262692,7.502490652,5.635747108,9.095112729,8.043947839,6.188786323,6.605663973,9.530446808,10.66065547,9.218580464,8.065340828,8.542360523
C12H12O4N2,9.222974137,13.00538714,8.520475278,13.43723933,6.701431171,6.737443518,9.093371337,8.540419223,6.530638827,10.26706816,8.090497042,8.493118696
C14H16O4,40.4272278,53.64012486,33.96534381,59.8563232,41.60784457,32.82906329,42.50089233,53.59041506,53.57869398,56.82034391,46.68727653,50.50240827
C13H16O3N2,9.756867342,15.22726825,11.08514927,17.73758204,10.09131702,10.90650984,12.85882675,11.52255263,10.65263421,15.58529852,11.49695213,12.00720058
C15H20O3,23.0162268,34.95364186,22.34412946,36.99374282,25.46236238,20.25878885,27.58316069,32.82077851,31.78266519,36.36442764,27.14577583,32.75643861
C12H11O5N1,11.39240126,14.81985686,8.704124717,15.00108796,6.717474402,7.544607567,10.14072301,9.659222706,11.11905866,11.67095294,9.449246981,9.393237152
C13H15O4N1,15.83042635,23.11400201,17.09588177,25.90573673,15.34697027,13.00704017,18.80746343,18.98297056,17.23714729,21.62524474,18.6515889,19.10783136
C14H19O3N1,5.797881259,8.479555525,7.950130448,11.14555292,7.347240265,5.811933407,8.152853187,7.760290222,7.367375149,9.837208448,8.169044197,9.027238516
C11H6O7,4.701969248,7.452525204,5.178684502,6.703192665,4.256134299,3.683326711,4.715023832,4.345803583,4.802395883,4.437210339,5.919250116,4.848418173
C12H10O6,22.67598413,30.38113494,20.97007461,32.1761856,21.47105653,17.09996144,21.12618702,25.9728812,22.2762841,22.56698173,26.01162154,23.62269884
C13H14O5,39.83536541,51.99717692,38.04173502,59.93769488,44.62957353,35.47809243,42.35780604,54.76493289,44.42449146,55.9921251,53.74436859,50.80324401
C10H18O5S1,6.368018554,10.33650508,7.743377926,11.646851,23.7718242,12.90885384,14.12759969,33.07831662,31.22049761,25.06610243,27.76726244,28.83538149
C12H14O4N2,9.625972446,15.15878266,11.60889262,17.74204445,10.89201266,9.970041243,12.89504574,12.14849642,9.075337018,13.79913083,12.56113325,12.26687741
C14H18O4,48.16340992,67.45443501,52.18098504,81.92754297,58.00110819,48.63554417,56.01054397,70.15300405,59.01289811,77.29024127,67.15885219,67.90833133
C13H18O3N2,4.176078544,7.389240013,7.691255453,10.55256801,6.925300578,6.748956848,7.027006602,6.428055174,5.346771105,10.91267039,7.52737612,7.446723958
C15H22O3,13.87762085,20.19894952,15.90805059,23.44518891,15.4817911,14.86329906,15.98564495,18.23888794,17.2700242,20.7816858,18.81985429,19.73162912
C11H9O6N1,5.223049379,7.198138094,5.508510302,7.353767674,3.994065629,3.91645873,4.560209017,3.999629092,6.007868128,4.569227746,4.53352633,5.038924746
C12H13O5N1,12.07763861,21.3690922,13.60318426,20.51641923,13.16560541,13.28388235,17.49960091,15.89105469,11.83268094,16.8747101,15.20181845,15.73071042
C13H17O4N1,10.22907061,19.70812356,14.2206954,21.73363899,14.98054644,14.74560557,16.95746331,15.02117193,12.76434982,20.19282519,16.1861244,17.88870586
C11H8O7,7.401901851,12.59959177,9.604344929,11.68810424,7.570330413,6.827667605,8.821334637,9.186701608,9.789928055,7.560599774,9.877651773,9.152142198
C12H12O6,27.59698086,34.70234496,24.39745285,31.65569816,26.7784793,20.67901862,27.0230949,31.53403231,32.95228055,30.09931504,32.40642685,30.23875238
C11H12O5N2,5.945516122,9.476186954,6.796830275,8.867508463,5.736976414,5.10063057,7.966474126,6.131548691,6.203230433,8.651749309,7.298748099,6.229781222
C13H16O5,55.75143236,74.53827227,60.76099057,75.00002386,63.60722398,52.97213042,65.08130274,82.27897797,82.9592691,79.23695909,79.37384167,76.94106373
C12H16O4N2,7.167336755,12.41654281,10.9882585,12.25578989,9.016944127,8.896058248,10.50502236,9.976582967,9.72861224,13.17309185,10.80665089,10.983085
C14H20O4,39.85034031,56.29368638,47.29689918,58.63474879,46.32227824,39.78391231,48.72629421,58.41010933,64.02860194,60.52430708,58.09181427,58.38953014
C11H11O6N1,9.680735346,10.13340144,7.845683154,10.37036181,6.689039231,6.856283274,7.663404697,8.074747065,7.158171173,7.473413327,6.724168716,6.869734039
C12H15O5N1,17.36318926,20.51266777,18.34515277,22.56076095,17.24211845,16.3743435,16.13954357,19.92463032,17.1150187,21.23003447,18.68234457,16.22711667
C13H19O4N1,6.478085243,7.160659481,8.476935136,10.88704567,7.165675364,7.614880429,6.887621633,8.689938433,7.033967518,9.640959271,8.020383051,8.212627697
C11H10O7,10.37967404,12.51727794,6.543263206,10.72959011,8.884619222,7.536188217,7.450700727,10.32026951,9.897932984,8.995242938,8.959086857,8.131508565
C15H10O4,8.815676285,9.777042655,5.671232896,8.515902848,6.072045514,5.441146152,5.983782287,7.311142132,8.330447183,6.443525608,6.748643726,6.892296002
C12H14O6,46.16599666,53.69280933,34.96445883,52.63016697,45.35340113,40.65100021,40.70221702,60.05716293,62.13845526,51.76304066,50.85248068,47.85934606
C11H14O5N2,6.739562101,9.072492722,5.900407756,9.183876858,5.762444501,6.298783705,6.714437428,0,0,0,6.382699213,6.144076197
C16H14O3,6.385016907,6.720072086,4.002645739,6.395859309,0,3.371260897,4.921726004,5.512792082,6.017458458,3.757077924,5.179172732,4.819964676
C13H18O5,69.10161392,88.55041022,59.38978467,87.5811731,72.31461052,67.86508115,67.380809,98.47324926,104.394485,92.24123347,83.3456889,82.48697839
C14H22O4,18.33733084,24.87972698,17.30280381,23.54618835,17.89551774,18.13208225,18.18303377,25.30897595,28.54900389,25.46470723,22.61842863,22.10182745
C11H13O6N1,10.53652926,16.68810199,10.67687711,14.7571705,9.737712042,8.637487239,12.68146556,12.18593684,11.43394293,14.30365364,11.03306746,11.89894938
C12H17O5N1,9.094838803,16.63249932,12.45253269,16.60806917,10.76979682,10.31990392,13.90839273,14.29516187,12.83646544,15.4311139,14.25842892,13.56155208
C14H8O5,8.559022058,10.60171321,6.361775263,9.488528358,6.281277798,5.058009548,7.326755946,7.77702056,9.41537859,6.688107185,8.047245548,6.680909941
C11H12O5S1,11.39775043,12.98349462,7.742218115,10.65389727,5.425422746,4.216809728,6.634239039,6.389576569,6.970066706,6.789695175,6.801379665,6.023816549
C11H12O7,0,21.72416616,16.76038087,19.44097781,15.95835349,13.22008313,18.13175721,0,0,0,22.26239841,20.94445108
C15H12O4,13.08289216,16.70258282,10.15869429,0,0,7.831575717,11.09786157,0,0,12.13476922,12.77838141,12.51834858
C12H16O6,59.05993517,75.65299939,61.78392359,76.30657515,65.80452146,53.26107685,67.34227505,87.70341619,93.31270588,83.81267159,90.10104395,87.58601501
C16H16O3,8.194512352,10.35685551,8.153230671,10.53773821,7.591957105,5.401909311,7.964955408,6.838593663,9.312807952,8.867234812,9.398796184,7.840053483
C13H20O5,40.69171399,56.975784,45.42173371,54.28332999,40.61548316,37.39990176,46.37329708,56.08646733,58.92439316,57.59642562,56.81307132,55.68088299
C14H11O4N1,5.74310343,9.214035085,5.308453996,6.973679686,4.276911263,4.468189856,5.025948819,6.032439474,5.304191851,7.061509024,5.940538537,5.183881751
C12H19O5N1,3.359492695,4.970822707,4.602826048,5.219395594,4.203946067,4.334770359,4.619361817,4.658048158,4.44251242,6.202552385,4.820046802,5.276155894
C11H14O5S1,23.30038937,37.97829724,22.17478234,30.25489249,13.17380033,14.24735722,19.35687406,17.17327273,16.63755177,16.24382297,16.99843143,17.09702379
C11H14O7,21.47298031,30.9913399,24.84236458,27.74359758,25.24140188,26.41527209,27.19272532,34.73359755,35.93849741,35.02388436,36.56846734,38.09175101
C15H14O4,14.24916727,23.38943062,15.09969396,21.29479427,15.46449827,14.27816469,17.82925446,19.75799169,19.63171522,18.8082086,19.11625958,19.45200232
C14H14O3N2,6.425621978,11.54465978,8.208470764,9.858485706,5.070450993,6.365539063,6.964972166,6.856545978,5.442759875,9.025537684,7.324113913,6.933382418
C12H18O6,33.54052693,52.48995689,44.37988459,51.66290926,47.27556034,46.52405235,49.98868756,62.70279306,67.59028178,65.11831013,64.20563961,66.7893533
C16H18O3,9.53835548,15.54804208,12.34431987,15.23892002,11.43275944,10.05420969,13.96782749,13.3613472,13.00760875,14.16691042,14.89072636,15.49327758
C13H22O5,6.828403816,12.09010913,10.75394121,11.49705159,8.674728951,10.05832364,10.58360207,11.23214235,12.87481988,13.36056275,12.71172665,13.37500118
C17H22O2,3.454041295,6.421126642,5.142303562,6.750321488,4.960149373,4.315167475,4.864151898,5.572752073,5.332636644,6.538068572,6.006181312,6.221929432
C13H9O5N1,6.177346921,7.976801028,5.196289371,5.144114221,3.37440801,2.500193382,4.15762666,5.101407984,3.953412511,5.853948465,4.679113874,4.187545671
C14H13O4N1,9.251868006,9.906659491,8.248786082,10.81715169,7.311793401,6.14421659,8.433120472,8.96846816,7.628705478,8.914681058,8.080121792,8.208416484
C15H17O3N1,4.86091223,6.950122279,5.890665613,7.871152813,4.158567952,4.861129656,6.12756692,7.088033483,5.320749194,6.255604428,5.695304549,6.194519586
C13H8O6,12.82600137,13.46328756,10.17312927,13.16855572,8.971221861,8.610723547,7.84628788,9.828063824,13.19108754,9.780703283,10.17755887,10.00235057
C14H12O5,26.86913395,25.48268322,17.5295572,25.47766679,20.42630859,16.75894615,17.81335583,27.88392104,27.69397805,22.41621014,22.18604306,20.98189333
C11H16O5S1,6.225450353,5.884569947,5.114504955,7.009022222,5.726538768,4.91027545,4.579257452,5.140204303,4.694138448,4.381470021,4.319236327,4.661817037
C13H12O4N2,8.650248963,10.65817746,8.566984963,10.36719094,6.746021013,6.561887169,7.866079474,8.51072517,7.391989115,7.93852696,6.911167195,6.39496597
C11H16O7,17.99547585,17.46669023,16.46610786,19.1041073,17.44256748,17.92914371,15.72522234,21.00476261,24.38997653,22.01830645,23.01942973,21.16712638
C15H16O4,27.6499764,30.43322491,23.0595766,32.96479986,26.94763013,22.70023423,22.49793912,32.78105545,29.43253838,29.38085596,25.98235764,26.69144018
C14H16O3N2,11.41961333,13.85425051,11.63869259,14.24034704,8.98469788,9.519194471,9.866709147,9.804101334,8.525884159,12.4525027,9.280519814,9.500387275
C12H20O6,11.6795014,13.32737562,11.91451181,15.02116637,12.55748918,13.28843736,11.28210698,15.05258164,17.19239766,15.59690488,13.95630545,14.43154963
C16H20O3,16.36446655,18.19292143,15.81708015,23.15868341,17.82186096,14.77889404,13.1062434,19.00872007,17.39362656,19.6055724,18.25564934,17.60384502
C13H11O5N1,10.60395422,12.06868211,7.635787552,11.19963498,5.597929067,5.841189624,7.633648712,8.157090751,7.166337838,8.472985739,7.652933668,7.410553613
C14H15O4N1,11.36598273,16.72410716,11.23442382,16.05006024,11.10732415,9.788537518,11.36592948,12.86903105,11.37184307,15.0839266,11.67981099,10.72912672
C15H19O3N1,4.489083884,6.701803177,5.189180421,8.08813497,5.462882081,4.458036313,5.757321611,5.523899368,4.815145981,7.111907745,4.724854379,5.825186147
C12H6O7,4.794069498,8.940423182,5.418130824,6.010021454,4.66420383,3.912825448,5.63566904,5.90445444,6.892373348,4.496633027,5.475361051,5.443471012
C13H10O6,20.46117983,27.31638226,14.90971548,21.80729248,16.1616639,12.01947607,17.30332709,18.63976303,23.95074711,17.16056055,18.16630527,17.86215663
C10H14O6S1,5.302095968,7.027606898,4.335136893,6.569741548,4.133932386,3.890772643,5.583451467,5.275327641,6.981442265,5.034062786,5.252370969,4.967944967
C12H10O5N2,5.66899431,7.484963363,5.276818833,7.274484335,3.844036548,3.17352243,5.192369454,4.646178357,4.091942217,5.579890447,4.009022754,4.066096663
C14H14O5,34.94411637,46.09561685,30.05342462,42.48297069,33.31240173,22.85092046,36.38044539,41.51164271,45.09688544,39.12398096,38.09016077,38.06161863
C11H18O5S1,5.370905879,8.00877143,5.259339259,6.148427269,5.064489784,3.809182927,5.412635993,6.302927612,6.209291568,5.429376889,6.000669461,5.189201932
C13H14O4N2,11.09951787,17.39065566,13.34542352,17.21273342,9.840095701,8.62594935,13.55767981,12.9278414,11.12709072,14.63097548,11.86992155,11.68813108
C11H18O7,4.691219242,5.986626117,4.144429426,5.77057212,4.770405121,5.129244735,6.453188246,5.377475183,7.414103564,5.903103281,5.940735038,7.395700602
C15H18O4,38.20619927,55.20558215,37.32340544,54.45434505,38.96779685,29.49637563,44.81776009,47.44585866,49.88592698,48.15190777,44.97851093,47.30507674
C14H18O3N2,6.22172213,11.74177312,9.287823786,12.30885146,7.796968607,7.116523818,10.2991185,8.335080081,7.721485354,11.28343844,8.907024753,9.588973467
C16H22O3,13.1092349,21.03868711,15.15539972,22.01970527,14.20668567,11.33793768,16.3856752,17.34449426,19.27650853,19.10181135,16.98925484,18.08565881
C12H9O6N1,6.406783342,7.645489096,4.988511713,5.889899611,3.69319707,3.572467246,5.576227386,4.667947153,3.122548682,4.972191352,4.882430118,3.509516087
C13H13O5N1,15.12171723,20.5556395,14.54527626,19.12445022,12.57274168,10.35700961,15.2016251,14.51824803,12.23452958,14.25171084,13.9732684,12.91467627
